manual_keep_qian_0_1,manual_exclusion_reason,manual_product_or_process,manual_company_is_actor_0_1,manual_event_date_verified_0_1,manual_confidence_1_3,manual_notes,review_id,qian_auto_label,qian_auto_keep_candidate,qian_evidence_score,auto_exclusion_hint,in_v23_upstream_first,v23_upstream_supplier_links,v23_upstream_ar0_valid_rows,has_supplier_link,supplier_linked_unique_suppliers,supplier_linked_return_rows,event_id,focal_code,company_name,event_date,event_year,source_type,title,answer_terms,question_terms,has_strict_genai_company_text,has_strict_genai_question_text,question_only_trigger,negative_no_current_flag,boilerplate_attention_flag,positive_initiative_action_flag,product_or_workflow_flag,deployment_or_contract_flag,partner_or_customer_flag,numeric_or_timeline_flag,genai_context,question_text,source_url,local_text_file
,,,,,,,QIAN00465,keep_candidate_strong_specific_initiative,1,5,,0,0,0,0,0,0,CSMAR03208_300688_20230602,300688,创业黑马,2023-06-02,2023,csmar_investor_interaction,,AIGC;MaaS;大模型,AIGC;大模型,1,1,0,0,0,1,1,1,1,0,尊敬的投资者，您好！ 公司成立以来始终坚守服务中小企业加速成长的的愿景，为了帮助更多中小企业利用好AI工具加速成长，公司已于“2023·黑马AIGC峰会”上正式发布公司自研的科创服务垂直行业大模型黑马天启科创大模型、与360集团达成战略合作以及黑马AIGC产业营培训招生启动。 三项重大发布标志着公司在AI领域业务布局：其一，天启科创大模型的自用降本增效、以及为行业友商与咨询师提供MaaS模式服务； 其二，探索与各大模型厂商合作开发行业垂类模型，并作为推广与服务平台助力大模型在中小企业的推广； 其三，开展面向全行业中小企业的,5月27日，创业黑马在北京举办“2023•黑马AIGC峰会”。在峰会现场，创业黑马集团董事长牛文文表示，黑马将面向产业，打造中国第一的AIGC推广与服务平台。为了帮助更多中小企业用好AIGC，创业黑马与360集团宣布达成战略合作，正式推出国内首个专用于科创服务的垂直行业大模型——黑马天启科创大模型。\n请问董秘：以上重磅消息如何解读？谢谢 || 董秘您好！最,,
,,,,,,,QIAN00466,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR03212_600225_20230602,600225,,2023-06-02,2023,csmar_ir_meeting_qa,,AIGC,AIGC,1,1,0,0,0,1,1,0,0,0,关于AIGC的应用方面，公司主要有三个方面的规划：第一，继续把新的AI技术跟我们的工业软件相结合，增强整个工业软件能力，主要集中在两个领域：一是机器视觉增强技术在原材料和产品质量判定领域的应用，二是基于AI生产的智能控制，智慧工厂的建设，增加数据量的积累，替代人工，实现更精准高效。 第二，基于工业领域通用模型的开发和平台搭建，用自己的数据做一些训练，或直接调用接口，将训练好的模型托管到这个平台上，定期继续进行强化训练，形成新产品、新服务的上线。,目前AIGC的应用越来越多，公司在垂直领域是否有相应的产品，怎么看待AI这块的产业机会？,,
,,,,,,,QIAN00467,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR03226_300223_20230605,300223,北京君正,2023-06-05,2023,csmar_investor_interaction,,大模型,大模型,1,1,0,0,0,1,1,1,0,0,您好！ 视频芯片可应用于大模型解决方案中的前端初步处理部分。 谢谢！,在专用视频芯片大模型接入这方面，公司怎么看？,,
,,,,,,,QIAN00468,keep_candidate_strong_specific_initiative,1,5,,0,0,0,0,0,0,CSMAR03234_600633_20230605,600633,浙数文化,2023-06-05,2023,csmar_investor_interaction;csmar_ir_meeting_qa,,大模型,AI大模型;大模型,1,1,0,0,0,1,1,1,1,0,感谢您的关注。 公司旗下传播大脑公司已与阿里、百度签订战略合作协议，持续深化在人工智能等先进技术领域方面的合作，积极探索大模型在传媒等垂类领域的应用。 传播大脑将打造成为浙江省融媒体技术统一支撑平台，努力推进构建省域一体化传播体系建设，持续探索以技术驱动媒体融合的实践发展，以辐射更广阔的市场。 请投资者注意投资风险，理性投资。 || 公司旗下传播大脑公司基于国内外开源基础大模型和国内头部大模型平台能力，打造了传媒垂类模型，主要服务传媒领域专业采编智能创作，目前在浙报集团新闻生产发布平台“媒立方”开展内部测试，供潮新闻记者和编辑试用。 公司将根据产品研发情况决定后续上线进度。,董秘，您好：听说天目蓝云的ai大模型正在进行文化，文旅板块的训练，目前进展如何？背靠浙江四大文化集团，有海量的文化数据可以投喂，在此基础上，这款大模型是否会相对于市场上的普通大模型有更加专业的表现？作为国内将ai大模型应用于辅助传媒文化内容生成的先行者，有需要的时候是否会将该款大模型投放到其他省份或者主流媒体以外的其他传媒企业，以占取更大的市场份额？ || 公司旗下传播大脑公司的垂直行业模型是什么，有什么进展？,,
,,,,,,,QIAN00469,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR03250_300052_20230606,300052,中青宝,2023-06-06,2023,csmar_investor_interaction,,ChatGPT;GPT,GPT,1,1,0,0,0,1,1,0,1,0,投资者您好，公司与华为存在客户关系，不涉及Chat GPT相关业务合作，感谢您的关注。 || 投资者您好，公司产品《慎初烧坊-酿酒大师》2D版引入了ChatGPT-3. 5-turbo接口，推出数字虚拟人“丹巴美女”，能够实现文字聊天、对话互动等交互方式。,尊敬的董秘你好，公司及所有公司，是否与华为有深度合作？近期关注到华为发布大型AI模型以及注册chat GPT，公司是否有合作？ || 公司的AI交互游戏是否应用chat GPT？,,
,,,,,,,QIAN00470,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR03256_300490_20230606,300490,华自科技,2023-06-06,2023,csmar_investor_interaction,,AIGC,,1,0,0,0,0,1,1,0,1,0,同时在大数据、物联网、云计算等领域也有深入布局和创新，为客户提供全方位的智能科技解决方案。 目前研发的主要产品和技术有3D-OFD、AI芯片、AIGC机器人、数字孪生等，华自卓创与公司在人工智能技术研发、应用等方面具备高度协同和互补效用，感谢您的关注！,看到贵司子公司华自卓创开发的AI Chat Bot内测版正式上线，还有AI芯片业务，能介绍下这家子公司的情况吗？ || 看到贵司子公司 华自卓创AI Chat Bot内测版正式上线了， 华自卓创还有AI芯片，能介绍下这家公司吗？和总部的业务上有协同吗？,,
,,,,,,,QIAN00471,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR03261_301165_20230606,301165,锐捷网络,2023-06-06,2023,csmar_investor_interaction,,ChatGPT;GPT;大模型,ChatGPT;GPT,1,1,0,0,0,1,1,0,0,0,尊敬的投资者您好，公司的数据中心交换机普遍支持RDMA技术。 目前的chatgpt数据中心组网主要基于大模型训练阶段的需求，随着下一步AI推理应用的不断深入，将推动数据中心网络建设的持续升级，也将带来新的市场需求。 感谢您的关注！,请问贵公司的高端交换机是基于RDMA技术的RoceV2还是纯infiniband技术路线，相比于传统tcpip网络能提高多少网络传输性能？后续chatgpt数据中心组网是否有很多大公司都有购买高端交换机的意向呢？谢谢？,,
,,,,,,,QIAN00472,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR03263_601211_20230606,601211,国泰君安,2023-06-06,2023,csmar_investor_interaction,,AI大模型;大模型;大语言模型,AI大模型;大模型,1,1,0,0,0,1,1,0,0,0,公司正在积极探索和研究这一领域的发展可能性。 一方面与国内多家发布AI大语言模型的公司进行深入调研和接洽，以理解该技术在选股等方面的潜力和应用价值。 另一方面积极探索自主设计和创新AI大语言模型，在符合监管规定的基础上，公司将适时推出基于AI大模型的相关智能化服务。 感谢您对公司的关注！,贵公司是否计划采购ai大模型增强交易软件人工智能选股？,,
,,,,,,,QIAN00473,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR03278_300770_20230607,300770,新媒股份,2023-06-07,2023,csmar_investor_interaction,,大模型;星火大模型,大模型,1,1,0,0,0,1,1,0,1,0,公司坚持以技术创新引领业务发展，对产业新兴技术与应用保持高度重视，携手众多伙伴持对人工智能、VR 视频、大数据、超高清、数字版权体系等技术展开深入研究与产业合作。 公司与科大讯飞共同成立元宇宙XR联合创新实验室，双方面向大屏实际应用场景，围绕虚拟现实技术开展前瞻性技术应用创新，并结合科大讯飞领先的智能语音及星火大模型等AI能力进一步赋能产业生态，共同探索电视大屏下的新技术应用落地及商业模式。 || 尊敬的投资者，感谢您的关注！,公司是否涉足人脑工程？是否有混合现实业务？ || 请问贵司如何充分应用跟科大讯飞合作的星火认知大模型，让广大群众能在贵司产品中得以充分体现。 || 请问贵司有跟那些企业在大模型方面有合作，如阿里、百度、华为、腾讯等。,,
,,,,,,,QIAN00474,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR03303_600837_20230608,600837,海通证券,2023-06-08,2023,csmar_investor_interaction,,大语言模型,ChatGPT;GPT;大语言模型,1,1,0,0,0,1,1,0,1,0,海通证券金融科技创新实验室研究课题目的是和合作伙伴共同探索金融科技前沿技术在证券公司实际场景中的应用创新，推动行业技术进步。 公司将按照“公平竞争、择优合作”的原则，选择合作伙伴开展金融大语言模型应用研究。 感谢您的关注！,海通证券公告拟启动“基于金融大语言模型的证券公司内部协同助手”课题研究，众所周知，海通证券还与与华为签署深化全面战略合作协议，那么公司有没有可能与华为合作开发基于金融大语言模型类似chatgpt 的人工ai,,
,,,,,,,QIAN00475,keep_candidate_strong_specific_initiative,1,5,,1,2,2,1,2,2,CSMAR03310_002089_20230609,002089,*ST新海,2023-06-09,2023,csmar_investor_interaction,,大模型,,1,0,0,0,0,1,1,0,1,1,您好，感谢您对公司的关注，公司除了实控人增持防止面退外，还致力于增强自身的经营能力，提升公司的经营业绩，主要体现的以下几个方面：\n1、充分发挥数据中心的桥头堡作用。 乘着数字经济、算力提升、数据安全的东风，公司将以自有2500个机柜为基础，适时与战略投资者合作，扩充数据中心的容量，提升数据中心的管理水平，并向产业链高端如大模型生态业务方面发展。 \n2、盘活和提升公司以前布局的新能源汽车产业链业务。,请问领导，贵司除了增持防止面退以外，还有其他什么举措吗？,,
,,,,,,,QIAN00476,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR03311_002115_20230609,002115,,2023-06-09,2023,csmar_ir_meeting_qa,,AIGC,AIGC,1,1,0,0,0,1,1,0,1,0,公司将加快在虚拟数字人、人工智能、AIGC等领域进行探索，结合巨网科技的直播、品牌广告、内容娱乐等业务，与阿里、腾讯、百度合作，使用虚拟数字人开放平台打造企业形象数字人与直播数字人，与现有的直播运营团队深度融合，打造虚拟人直播间，对提升转化数据与降低直播成本都有显著效果，同时进一步丰富了内容生态。 在AIGC应用方面，巨网科技推出了直播脚本方案创作机器人、创意素材自动生成机器人、素材内容安全审核机器人等多款AI应用，这些应用在文案创作、素材创作和素材审核方面对互联网广告业务提供了很好的帮助。,公司在AIGC、人工智能等领域是如何布局的？,,
,,,,,,,QIAN00477,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR03318_002713_20230609,002713,东易日盛,2023-06-09,2023,csmar_investor_interaction,,AIGC,,1,0,0,0,0,1,1,0,1,0,您好，公司研发应用了结合人工智能、推荐算法、三维设计、实时渲染等核心技术的家装Al 4D云智能设计系统，可以根据客户个性化需求快速自动生成全屋三维设计方案，并通过VR裸眼云台为客户呈现全屋渲染及高清全景图，为客户带来沉浸式互联网家装新体验。 近期又发布了家装AIGC技术成果和新的应用场景，包括创意灵感生成神器 “AI创意大师”、实现AI创意落地的“真家AIGC”、提升引流获客的“小白设计家”等，通过AIGC赋能，实现客户家从“幻想”到“现实”的落地，使家装设计由“碎片灵感”变成“设计方案”的呈现，进一步推动家装由数字,董秘您好，贵公司在家装Ai设计领域可以说已经走在了领头羊的位置，苹果Mr眼镜已经发布，未来软件对空间计算要求会很高，而贵公司的软件完全能适配三维模型建设，三维空间设计，是否有意向Ai设计软件面向更广大的生产力，游戏设计市场，与更多大厂合作，从而走出实体设计与虚拟设计双方向发展？从实体产业到互联网数字产业，软件维护等高科技领域进军,,
,,,,,,,QIAN00478,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR03329_300335_20230609,300335,迪森股份,2023-06-09,2023,csmar_investor_interaction,,ChatGPT;GPT,GPT,1,1,0,0,0,1,1,0,0,0,尊敬的投资者您好，AI和GPT等技术已经在各行业得到广泛应用，也被越来越多的企业所重视。 因此，公司密切关注以ChatGPT为代表的人工智能等前沿技术的发展及应用，并组织公司员工进行学习和探索，谢谢关注！,在近期的企业内部培训中，来自浅蓝文化首席流量官Bittle白先生向学员们讲授AI和GPT的基础理论和实践应用，通过分享两项产品驱动企业内容营销的方案和策略，与学员们探讨迪森未来数字化推广实践过程中的难点和问题，并提供解决思路。请问贵司何时能推出AI和GPT的应用方案？,,
,,,,,,,QIAN00479,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR03335_300687_20230609,300687,赛意信息,2023-06-09,2023,csmar_investor_interaction,,大模型,ChatGPT;GPT;多模态;大模型,1,1,0,0,0,1,1,0,1,0,您好！ 关于华为大模型产品及相关市场合作，请以华为公司官方披露信息为准。 感谢您对公司的关注！,钛媒体近日从华为内部独家获悉，华为公司将发布一款直接对标ChatGPT的多模态千亿级大模型产品，名为“盘古Chat”。预计华为盘古Chat将于今年7月7日举行的华为云开发者大会（HDC.Cloud 2023）上对外发布以及内测，产品主要面向To B/G政企端客户。请问公司在B端与华为有哪些合作？,,
,,,,,,,QIAN00480,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR03342_000055_20230612,000055,方大集团,2023-06-12,2023,csmar_investor_interaction,,ChatGPT;GPT,ChatGPT;GPT,1,1,0,0,0,1,1,0,0,0,公司上述项目与ChatGPT没有关系。 但公司正在探索研究ChatGPT在管理、研发设计等方面的使用。 谢谢关注。,请问，公司研发的“单元式瓷板幕墙”、“单元答复式金属板幕墙”、轨道交通屏蔽门系统“站台自动伸缩踏板”、“城市轨道交通可视化多媒体全高站台门项目”、“机器人智能打胶生产线”，这些产品有没有与ChatGPT有关系或者开发研究,,
,,,,,,,QIAN00481,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR03396_300947_20230613,300947,德必集团,2023-06-13,2023,csmar_investor_interaction,,AI大模型;大模型,大模型,1,1,0,0,0,1,1,0,1,0,尊敬的投资者，您好！ AI大模型是“人工智能预训练大模型”的简称，模型在大规模数据集上完成了预训练后无需微调，或仅需要少量数据的微调，就能直接支撑各类应用。 目前，德必集团也在积极探索AI大模型基于园区场景的应用，初步有以下应用规划：\n1）AI大模型在“数字客服”领域的应用。 将历年来集团招商、客服记录、运营服务标准资料作为样本，通过机器学习训练德必的专属AI客服、AI招商，实现自动答疑、定制服务、预测需求等功能，旨在有效降低成本、提升园区客户服务效率和客户满意度。 \n2）AI大模型在“办公室设计图像处理”方面的应用。,董秘你好，贵司有没有规划研发自己的大模型，以此来服务自身的云园区、空间计算和AI应用。,,
,,,,,,,QIAN00482,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR03397_300975_20230613,300975,商络电子,2023-06-13,2023,csmar_investor_interaction,,ChatGPT;GPT,ChatGPT;GPT;人工智能大模型;大模型,1,1,0,0,0,1,1,0,0,0,尊敬的投资者您好！ 公司作为电子元器件分销商，将持续投入研发，争取把chatGPT人工智能等新兴技术应用到电子元器件分销领域，提升公司内部管理运营和供应链运转效率。 感谢您的关注和支持！,董秘大人你好！据了解，我们公司正在积极铺设ChatGPT人工智能大模型训练，以推进智能化发展。感谢董秘回复。,,
,,,,,,,QIAN00483,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR03405_688500_20230613,688500,*ST慧辰,2023-06-13,2023,csmar_investor_interaction,,AI大模型;大模型,大模型,1,1,0,0,0,1,1,0,1,0,尊敬的投资者，您好！ 日前，中科院旗下中科闻歌发布“雅意”大模型，公司与中科闻歌有意借助此次“雅意”大模型生态建设契机，携手共探AI大模型技术应用。 HCR深耕数据分析服务行业，积累了丰富的行业优质客户和技术储备，作为行业头部公司之一，公司以“数字技术+专业算法模型”的业务特点驱动商业领域和公共服务领域的数据价值实现，在解决方案的业务端拥有多领域成熟可复制的应用案例。 双方未来的合作，将为公司在数字化领域的探索及布局提供领先的AI大模型技术“加持”。 公司希望与中科闻歌一道，共同打造共通共融共赢的大模型生态合作圈，打破传统,公司是否与中科院旗下中科闻歌签约合作共建“雅意”企业级大模型？能简单介绍下此次合作的具体内容吗？,,
,,,,,,,QIAN00484,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR03424_605168_20230614,605168,三人行,2023-06-14,2023,csmar_investor_interaction,,AIGC;ChatGPT;GPT;多模态,ChatGPT;GPT,1,1,0,0,0,1,1,0,1,0,投资者您好，公司创意团队利用包括ChatGPT、shopify等AIGC工具不仅可以回应客户提出的各类需求，还能为文案、平面、视频等广告创意作品提供海量创意思路参考、设计灵感启发和拍摄脚本多维度改进意见，通过自动化简化内容创作过程，节约成本的同时提高了内容营销的效率和效果。 另外，公司与科大讯飞合作，通过充分运用科大讯飞在人工智能（AI）、智能语音交互、自然语言处理、大数据、AI营销和程序化广告等方面的技术和产品优势，以及三人行在客户资源、专业数字营销经验、创意传播服务等方面的资源优势，共同开发基于下一代人工智能技术,公司有接入ChatGPT吗？,,
,,,,,,,QIAN00485,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR03427_688258_20230614,688258,卓易信息,2023-06-14,2023,csmar_investor_interaction,,ChatGPT;GPT,ChatGPT;GPT,1,1,0,0,0,1,1,0,0,0,尊敬的投资者您好，公司将持续关注人工智能技术与Chatgpt在信息技术行业中的创新与应用，相关的进展以公司披露的信息为准。,公司收购的艾普阳的主要收入来自海外，主要客户也都是海外客户，是否能够接入Chatgpt？,,
,,,,,,,QIAN00486,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR03431_000723_20230615,000723,美锦能源,2023-06-15,2023,csmar_investor_interaction,,ChatGPT;GPT,ChatGPT;GPT,1,1,0,0,0,1,1,0,0,0,\n2、公司参股子公司盈合（深圳）机器人与自动化科技有限公司致力于机器人的研发和生产，智能制造综合解决方案的提供和实施，产业互联网平台的研发和搭建，打造中国领先的平台型机器人公司。 目前，盈合机器人为尝试研究chatgpt训练模型。 \n3、灰氢：公司全资子公司山西美锦氢能开发有限公司配套建设焦炉煤气制高纯氢项目，一期产能2000Nm³/h焦炉煤气制工业高纯氢项目已投产，二期竣工后制氢产能可,国鸿氢能与公司的关系？公司氢能产业与国鸿氢能是竞争关系吗？\n公司的机器人产业是否尝试研究chatgpt训练模型，能否介绍下公司的机器人产业现状？\n公司的灰氢、蓝氢和绿氢的产业比重分布可以介绍下吗？谢谢,,
,,,,,,,QIAN00487,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR03433_000818_20230615,000818,航锦科技,2023-06-15,2023,csmar_investor_interaction,,ChatGPT;GPT,ChatGPT;GPT,1,1,0,0,0,1,1,0,0,0,尊敬的投资者，您好。 ChatGPT等LLM的新应用在替代日常重复文字工作、提升工作效率等方面正在体现AI的优势，相关部门也在分析评估引入相关技术和公司日常办公相结合。 从公司原有的芯片业务角度看，产品涉及的图形处理器、接口、存储等能够在相关领域作为硬件基础加以应用。,请问公有没有ChatGPT的相关技术和应用？，人工智能方面有没有涉猎,,
,,,,,,,QIAN00488,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR03441_002474_20230615,002474,榕基软件,2023-06-15,2023,csmar_investor_interaction,,大模型;讯飞星火,大模型;盘古大模型,1,1,0,0,0,1,1,0,1,0,感谢您对公司的关注。 公司密切关注华为盘古、百度文心、科大讯飞星火认知等大模型相关技术的发展及应用情况，将根据公司在智能政务、智慧口岸、信用体系（公共信用平台）、能源管理（智能电网）等应用领域实际发展需要，进行相关方面的合作。,公司业务和华为盘古大模型兼容吗？双方有合作可能吗？,,
,,,,,,,QIAN00489,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR03452_300672_20230615,300672,国科微,2023-06-15,2023,csmar_investor_interaction,,大模型,,1,0,0,0,0,1,1,0,0,0,公司自主研发的固态存储主控芯片是国内首款获得国密国测双重认证，完全拥有自主知识产权的产品，实现了固态存储主控芯片的国产替代，近年来公司已完成“固态硬盘控制芯片+行业固态硬盘产品”双业务引擎的商业模式布局。 人工智能高速发展大势所趋，GPU（云端）与NPU（边缘）将是大模型应用落地的双重引擎。 随着人工智能的迅,你好，请问公司存储在国内处于领先地位，但相比公司存储销售额只是三星零头都不到啊？未来请问公司如何发展存储技术超越三星？是否也去蹭热度高的人工智能？再请问公司人工智能芯片能解决真正人工智能所需智能要求吗？,,
,,,,,,,QIAN00490,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR03456_301302_20230615,301302,华如科技,2023-06-15,2023,csmar_investor_interaction,,大模型,大模型,1,1,0,0,0,1,1,0,0,0,"尊敬的投资者您好，公司正在将大模型应用在已有产品中,目前和大模型提供方处于前期接洽阶段。 感谢您的关注！",贵司大模型提供方是华为公司吗？,,
,,,,,,,QIAN00491,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR03464_000889_20230616,000889,ST中嘉,2023-06-16,2023,csmar_investor_interaction,,人工智能大模型;大模型;文心一言,大模型;文心一言,1,1,0,0,0,1,1,0,1,0,尊敬的投资者，您好！ 公司团队近日和百度智能云就百度文心一言在金融和电信行业的应用与拓展展开了交流，双方共同讨论了利用百度文心一言人工智能技术优势和公司对金融和电信行业的理解，提升金融和电信行业的服务效率和质量、用户体验以及推动数字化转型的方案。 同时，公司深刻理解到基于人工智能大模型的智能云服务对于各行各业所带来的深刻技术变革和转型机会，希望通过与电信运营商的深度合作共同推广各行业应用及政企服务，在公司服务领域的部分场景中得到应用，丰富提升应用软件的交互模式和用户体验，带来新的业务机会。 后续如有具体的合作项目，公司将,公司官网资讯，公司董事长带团队与6月12日造访百度云，发布:共建共创 中嘉博创与百度智能云共同探讨百度文心一言在金融和电信行业的应用与拓展。请问公司是否计划运用大模型，文心一言赋能公司业务板块。目前和百度云有哪些合作。 || AI的发展对公司现有业务的开发会有什么影响？会给客户及公司创造更大的价值吗？,,
,,,,,,,QIAN00492,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR03467_002024_20230616,002024,ST易购,2023-06-16,2023,csmar_investor_interaction,,大模型,ChatGPT;GPT,1,1,0,0,0,1,1,0,1,0,目前，在公司的日常运营中已经在大量应用人工智能相关技术，除了提升管理效率，降低运营成本，还能为用户提供更加专业的服务，提高用户体验； 同时也在构建零售的垂域大模型，赋能上下游生态合作伙伴。,网络有新闻报道，法国家乐福推出基于ChatGPT的聊天机器人用于在线购物，请问公司或公司旗下家乐福日常经营中是否有采用人工智能相关技术？,,
,,,,,,,QIAN00493,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR03474_002524_20230616,002524,,2023-06-16,2023,csmar_ir_meeting_qa,,ChatGPT;GPT,ChatGPT;GPT,1,1,0,0,0,1,1,0,1,0,尊敬的投资者，您好！ 目前，公司正对积极对chatgpt相关技术进行深入考察与研究，并逐步推动chatgpt相关技术与公司眼科医疗服务的结合，推动眼科服务模式的数字化升级，助力医院智慧化发展，提升公司运营效率。 感谢您的关注！,您好，基于AI行业的发展，公司是否有计划接入chatgpt来服务患者?ai行业的发展是否可以提升公司的投入产出比?是否可以降本增效?,,
,,,,,,,QIAN00494,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR03523_688225_20230619,688225,亚信安全,2023-06-19,2023,csmar_investor_interaction,,AI大模型;大模型;生成式AI,AIGC,1,1,0,0,0,1,1,0,1,0,尊敬的投资者，您好！ 随着生成式AI技术的逐渐大众化，技术被滥用的风险也在不断增加，例如通过使用预训练生成式AI模型，可以被引导生成一些特定的虚假信息（如虚假新闻、虚假广告等），从而引起诈骗、勒索等违法行为持续增多； 同时，由于AI大模型在训练、推理、调优等过程中涉及大量的用户数据调用，其中不乏敏感数据，AI大模型的数据安全问题也成为关注的焦点。 我们认为，各类机构应当进行数据分类分级，不同类型、不同级别的数据，其重要程度、可能造成的危害程度不同，应当匹配不同的保护措施。,公司曾在调研中提到数据投毒是源自AI发展本身的巨大挑战之一，请问公司在应对这一挑战上是否有相应的技术准备？这些挑战在AIGC如此大火的背景下是否会为公司发展带来新的空间与机遇？,,
,,,,,,,QIAN00495,keep_candidate_strong_specific_initiative,1,5,,0,0,0,0,0,0,CSMAR03529_002945_20230620,002945,华林证券,2023-06-20,2023,csmar_investor_interaction,,大模型,大模型,1,1,0,0,0,1,1,1,1,0,尊敬的投资者您好，公司将持续对相关大模型落地应用进程保持关注，同时公司已与火山引擎和巨量引擎签署了长期合作协议，将在流量入口、海量资讯、内容质检、精准获客、智能计算、数字化推广等多个领域持续展开深度合作，持续完善公司科技内核的建设，升级用户个性化的高质量资讯服务与数字化解决方案。 感谢您的关注！,6月28日，2023火山引擎V-Tech体验创新科技峰会，字节跳动大肆采购GPU推出的大模型被市场看好，公司是否有机会利用字节跳动的大模型与抖音及火山引擎合作引流？,,
,,,,,,,QIAN00496,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR03557_002650_20230621,002650,加加食品,2023-06-21,2023,csmar_investor_interaction,,ChatGPT;GPT,ChatGPT;GPT,1,1,0,0,0,1,1,1,0,0,尊敬的投资者，您好！ 确实如您所言，有些企业已接入ChatGPT，AI有自身特性和应用场景，也在加速组织的自动化运营。 希望新技术在各相关机构的规范下形成一种新的商业平衡，为企业降本增效起到推动作用，让公司在技术竞争处于有利地位。,现在全世界的食品饮料行业都在接入AI ChatGPT帮助企业包装设计，AI产品研发口味统计，AI数据分析统计，AI销售分析统计，以帮助企业快速打通市场。国内有王老吉，伊利等大型食品头部公司已经接入ChatGPT人工智能。请问;扬子江先生在3月底说加加“从零开始“是否公司已经开始接入chatgpt利用人工智能，进一步扩大公司销售规模，助加加食品走出困境。谢谢,,
,,,,,,,QIAN00497,review_possible_specific_initiative,1,3,,0,0,0,0,0,0,CSMAR03574_301218_20230621,301218,华是科技,2023-06-21,2023,csmar_investor_interaction,,大模型,大模型,1,1,0,0,0,1,1,0,0,0,您好，公司产品和业务涉及计算机软件、物联网、大数据及人工智能等方面，公司自主研发的产品，均有一定程度的人工智能技术运用。 随着大模型的兴起，公司也已试用个别厂商的产品，以提升公司工作效率和服务能力。 在自研产品的垂直领域，也将不断进行相应的技术储备来提升公司竞争力。,董秘，您好，当前随着各大人工智能模型的陆续发布，贵司是否有计划接入其中的大模型亦或自研自己垂直领域的模型以提升公司的竞争力?谢谢,,
,,,,,,,QIAN00498,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR03581_603357_20230621,603357,设计总院,2023-06-21,2023,csmar_investor_interaction,,AIGC;人工智能大模型;大模型,AIGC;人工智能大模型;大模型,1,1,0,0,0,1,1,1,0,0,公司利用人工智能（AI）、互联网及大数据技术，结合工程实际深度研发，初步实现了知识库和协同业务系统在所有专业全覆盖，建有智云出图系统，智慧造价系统及云外业平台，实现数字化交付，助力提高设计效率和产品质量。 公司积极关注人工智能大模型、AIGC等技术的发展和应用。 感谢您的关注！,董秘，您好，请问公司在工程设计中有运用到人工智能技术吗?人工智能大模型可以运用到工程设计当中，请问贵公司有相关技术吗？AIGC技术可以为公司在绘图中实现降本增效，请问贵公司目前有使用AIGC技术吗？,,
,,,,,,,QIAN00499,keep_candidate_strong_specific_initiative,1,4,,0,0,0,0,0,0,CSMAR03588_000061_20230625,000061,农产品,2023-06-25,2023,csmar_investor_interaction,,AIGC,AIGC,1,1,0,0,0,1,1,0,1,0,尊敬的投资者，您好！ 目前智慧流通工业设计研究院小型智慧农机等项目正在研发中，公司将积极关注AIGC领域的探索与进展。 感谢您的关注！,请问贵公司智慧流通工业设计研究院是否有涉及AIGC？,,
