manual_keep_qian_0_1,manual_exclusion_reason,manual_company_is_actor_0_1,manual_event_date_verified_0_1,manual_event_date_corrected,manual_initiative_type,manual_confidence_1_3,manual_notes,sec_code,sec_name,announcement_date,announcement_title,short_title,candidate_tier,qian_recall_score,query_terms,query_tiers,matched_genai_terms,title_exclusion_reason,announcement_content,action_snippet,denial_snippet,pdf_url,announcement_id,page_column,announcement_type,download_status,pdf_file,txt_file,pdf_bytes,text_chars,download_error,fulltext_matched_genai_terms,auto_pdf_label,auto_keep_likely_qian,title_event_flag,noisy_title_flag,context_action_flag,full_action_flag,company_actor_flag,denial_or_uncertain_flag,attention_only_flag,pdf_genai_context
,,,,,,,,301321,翰博高新,2024-05-23,翰博高新：关于子公司对外投资的公告,关于子公司对外投资的公告,priority_manual_event_candidate,7,大模型,broad_genai_recall,大模型,,建设完成后，标的公司主要满足大数据、大模型、物联网、人工智能与机器学习等相关产业对于服务器的蓬勃需求。,翰博高新：关于子公司对外投资的公告 关于子公司对外投资的公告 建设完成后，标的公司主要满足大数据、大模型、物联网、人工智能与机器学习等相关产业对于服务器的蓬勃需求。,,https://static.cninfo.com.cn/finalpage/2024-05-23/1220145011.PDF,1220145011,SZCY,01010503||010112||010115||011705,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2024-05-23_301321_翰博高新_1220145011_翰博高新：关于子公司对外投资的公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2024-05-23_301321_翰博高新_1220145011_翰博高新：关于子公司对外投资的公告.txt,215237,6370,,大模型,likely_qian_initiative,1,1,0,1,1,1,0,0,公司（以下简称“标的公司”）的形式共同投资 服务器总装制造业务，其中博晶科技投资 2.6 亿元，雅南科技投资 2.4 亿元，合作 双方均以货币形式出资，资金来源均为自有资金或自筹资金。 标的公司旨在紧随各行业数字化和智能化的历史浪潮，抓住数据中心、超算、AI 等行业快速发展对服务器带来的强劲需求，开展服务器总装制造业务。建设完成后， 标的公司主要满足大数据、大模型、物联网、人工智能与机器学习等相关产业对于服 务器的蓬勃需求。 标的公司拟开展通用服务器、AI 服务器两类服务器总装制造业务。商业模式为 公司进行服务器总装制造，并对外销售。 根据《中华人民共和国公司法》《深圳证券交易所创业板股票上市规则》《深圳 证券交易所上市公司自律监管指引第 7 号——交易与关联交易》等法律、法规、规 范性文件及《公司章程》等相关规定，
,,,,,,,,301348,蓝箭电子,2025-09-04,蓝箭电子：关于对外投资参股公司的公告,关于对外投资参股公司的公告,priority_manual_event_candidate,7,大模型,broad_genai_recall,大模型,,在国产替代主线层面，全球数据中心扩建与大模型迭代驱动高性能企业级存储需求激增。,蓝箭电子：关于对外投资参股公司的公告 关于对外投资参股公司的公告 在国产替代主线层面，全球数据中心扩建与大模型迭代驱动高性能企业级存储需求激增。,,https://static.cninfo.com.cn/finalpage/2025-09-04/1224639230.PDF,1224639230,SZCY,01010503||010112||010115||011705,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2025-09-04_301348_蓝箭电子_1224639230_蓝箭电子：关于对外投资参股公司的公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2025-09-04_301348_蓝箭电子_1224639230_蓝箭电子：关于对外投资参股公司的公告.txt,217156,11561,,大模型,likely_qian_initiative,1,1,0,1,1,1,0,0,DC 的预测，全球企业级 SSD 出货总容量将从 2024 年的 219EB 增长至 2028 年的 517.6EB，出货量从 26.2 万个增至 32.4 万个，市场容量从 262 亿美元增加至 324 亿美元。 这一增长趋势不仅反映了 AI 技术对存储需求的推动，也显示出 SSD 在数据中心应用中 的渗透率不断提升。在国产替代主线层面，全球数据中心扩建与大模型迭代驱动高性能 企业级存储需求激增。 高性能企业级 SSD 产品的下游应用场景极为丰富，主要应用于互联网、云服务、 金融和电信等客户的数据中心，同时为 AI 算力和存算一体化提供核心支持。同时覆盖 个人消费电子的应用领域，包括智能手机、PC、可穿戴设备等。 （二）标的公司业务及核心创始团队情况 标的公司是高性能企业级 SSD 产品的研发企业，包括主控芯片、系
,,,,,,,,301396,宏景科技,2024-10-22,宏景科技：关于签署算力业务日常经营重大合同的公告,关于签署算力业务日常经营重大合同的公告,priority_manual_event_candidate,7,大模型,broad_genai_recall,大模型,,公司将把握人工智能发展契机、以算力赋能场景，面向千行百业发展需求，公司围绕政务服务、智慧城市、语音智能、大模型训练等重点领域,宏景科技：关于签署算力业务日常经营重大合同的公告 关于签署算力业务日常经营重大合同的公告 公司将把握人工智能发展契机、以算力赋能场景，面向千行百业发展需求，公司围绕政务服务、智慧,,https://static.cninfo.com.cn/finalpage/2024-10-22/1221472795.PDF,1221472795,SZCY,01010503||010112||010115||012327,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2024-10-22_301396_宏景科技_1221472795_宏景科技：关于签署算力业务日常经营重大合同的公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2024-10-22_301396_宏景科技_1221472795_宏景科技：关于签署算力业务日常经营重大合同的公告.txt,208774,2226,,大模型,likely_qian_initiative,1,1,0,1,1,1,0,0,法院诉讼解决。 四、合同对公司的影响 自2023年以来，公司全面深化算力行业业务布局，战略性的拓展人工智能产 业，实现算力设备集成服务业务板块的突破，并实现营收，打开公司全新发展空 间。公司作为智慧城市综合服务商，致力于为不同行业的客户实现数字化转型， 公司将把握人工智能发展契机、以算力赋能场景，面向千行百业发展需求，公司 围绕政务服务、智慧城市、语音智能、大模型训练等重点领域，从硬、软件对行 业算法做性能优化，从而帮助各行各业智慧应用加速落地，推动行业数智化升级 加速。 本次算力业务合同的签署是市场对公司在算力业务、专业能力及客户服务的 肯定，也是各方期望未来展开更大规模战略性合作的开始，对公司算力业务的深 化布局、市场的积极开拓和品牌效应建立都有着积极正面的影响。 若本次合同的履约顺利，预计对公司经营业绩将产生积
,,,,,,,,301396,宏景科技,2024-10-30,宏景科技：关于签署算力业务日常经营重大合同的公告,关于签署算力业务日常经营重大合同的公告,priority_manual_event_candidate,7,大模型,broad_genai_recall,大模型,,公司将把握人工智能发展契机、以算力赋能场景，面向千行百业发展需求，公司围绕政务服务、智慧城市、语音智能、大模型训练等重点领域,宏景科技：关于签署算力业务日常经营重大合同的公告 关于签署算力业务日常经营重大合同的公告 公司将把握人工智能发展契机、以算力赋能场景，面向千行百业发展需求，公司围绕政务服务、智慧,,https://static.cninfo.com.cn/finalpage/2024-10-30/1221569071.PDF,1221569071,SZCY,01010503||010112||010115||012327,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2024-10-30_301396_宏景科技_1221569071_宏景科技：关于签署算力业务日常经营重大合同的公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2024-10-30_301396_宏景科技_1221569071_宏景科技：关于签署算力业务日常经营重大合同的公告.txt,227337,2814,,大模型,likely_qian_initiative,1,1,0,1,1,1,0,0,、 诉讼费等。 四、合同对公司的影响 自2023年以来，公司全面深化算力行业业务布局，战略性的拓展人工智能产 业，实现算力设备集成服务业务板块的突破，并实现营收，打开公司全新发展空 间。公司作为智慧城市综合服务商，致力于为不同行业的客户实现数字化转型， 公司将把握人工智能发展契机、以算力赋能场景，面向千行百业发展需求，公司 围绕政务服务、智慧城市、语音智能、大模型训练等重点领域，从硬、软件对行 业算法做性能优化，从而帮助各行各业智慧应用加速落地，推动行业数智化升级 加速。 本次算力业务合同的签署是市场对公司在算力业务、专业能力及客户服务的 肯定，也是各方期望未来展开更大规模战略性合作的开始，对公司算力业务的深 化布局、市场的积极开拓和品牌效应建立都有着积极正面的影响。 若本次合同的履约顺利，预计对公司经营业绩将产生积
,,,,,,,,301396,宏景科技,2024-11-19,宏景科技：关于签署算力业务日常经营重大合同的公告,关于签署算力业务日常经营重大合同的公告,priority_manual_event_candidate,7,大模型,broad_genai_recall,大模型,,公司将把握人工智能发展契机、以算力赋能场景，面向千行百业发展需求，公司围绕政务服务、智慧城市、语音智能、大模型训练等重点领域,宏景科技：关于签署算力业务日常经营重大合同的公告 关于签署算力业务日常经营重大合同的公告 公司将把握人工智能发展契机、以算力赋能场景，面向千行百业发展需求，公司围绕政务服务、智慧,,https://static.cninfo.com.cn/finalpage/2024-11-19/1221776503.PDF,1221776503,SZCY,01010503||010112||010115||012327,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2024-11-19_301396_宏景科技_1221776503_宏景科技：关于签署算力业务日常经营重大合同的公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2024-11-19_301396_宏景科技_1221776503_宏景科技：关于签署算力业务日常经营重大合同的公告.txt,159758,2913,,大模型,likely_qian_initiative,1,1,0,1,1,1,0,0,现 有业务协 同发展，不断提高公司的业务竞争能力、拓展公司发展空间（具体内容 详见公司 于2024年7月8日披露在巨潮资讯网的《关于对外投资的公告》（公告编号：2024- 026））。公司作为智慧城市综合服务商，致力于为不同行业的客户实现数字化转 型，公司将把握人工智能发展契机、以算力赋能场景，面向千行百业发 展需求， 公司围绕政务服务、智慧城市、语音智能、大模型训练等重点领域，从 硬、软件 对行业算法做性能优化，从而帮助各行各业智慧应用加速落地，推动行 业数智化 升级加速。 本次算力业务合同的签署是市场对公司在算力业务、专业能力及客户 服务的 进一步肯定，是各方展开更大规模战略性合作的开始，对公司算力业务 的深化布 局、市场的积极开拓和品牌效应建立都有着积极正面的影响。 若本次合同的履约顺利，预计对公司经营业绩将产
,,,,,,,,301486,致尚科技,2025-07-31,致尚科技：关于使用部分超募资金投资建设新项目的公告,关于使用部分超募资金投资建设新项目的公告,priority_manual_event_candidate,6,大模型;大语言模型;模型备案;语言大模型,broad_genai_recall;core_recall;registry_recall,大模型,,随着人工智能大模型与云计算的广泛应用，数据传输及处理需求呈现爆发式增长态势，光通信产品作为支撑算力网络的重要载体,致尚科技：关于使用部分超募资金投资建设新项目的公告 关于使用部分超募资金投资建设新项目的公告 随着人工智能大模型与云计算的广泛应用，数据传输及处理需求呈现爆发式增长态势，光通信产品作为支撑算力网,,https://static.cninfo.com.cn/finalpage/2025-08-01/1224354120.PDF,1224354120,SZCY,01010503||010112||010115||011705||012315,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2025-07-31_301486_致尚科技_1224354120_致尚科技：关于使用部分超募资金投资建设新项目的公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2025-07-31_301486_致尚科技_1224354120_致尚科技：关于使用部分超募资金投资建设新项目的公告.txt,437187,13257,,大模型,likely_qian_initiative,1,1,0,1,1,1,0,0,用户叠加新一代年轻消费者，游戏市场将持续增长。Newzoo 在报告中 指出，2024 年全球游戏玩家总数大约为 34.2 亿，其中付费玩家数为 15 亿（占比 43.8%），与 2023 年相比上升了 5%。 （2）数据中心建设加快，推动光通信产品市场发展 光通信行业的发展与人工智能算力需求的不断增长密切相关，是人工智能算 力产业链中的重要板块。随着人工智能大模型与云计算的广泛应用，数据传输及 处理需求呈现爆发式增长态势，光通信产品作为支撑算力网络的重要载体，向高 密度、高集成度、高速率、低功耗等方向迭代演进。在此背景下，数据中心作为 承载算力资源调配的核心基础设施，通过集成计算、存储和网络资源，支撑人工 智能、云计算、大数据等技术的落地应用。鉴于其重要性，世界主要国家和大型 企业纷纷积极布局数据中心的发展与建设。根
,,,,,,,,600101,明星电力,2025-09-12,明星电力：四川明星电力股份有限公司关于与清华四川能源互联网研究院签订《合作协议》的公告,四川明星电力股份有限公司关于与清华四川能源互联网研究院签订《合作协议》的公告,priority_manual_event_candidate,7,大模型,broad_genai_recall,大模型,,（二）合作目标促进科技创新：双方通过联合研发，推动新能源、大模型、人工智能技术在电力行业的深度应用，实现新型电力系统关键技术突破,明星电力：四川明星电力股份有限公司关于与清华四川能源互联网研究院签订《合作协议》的公告 四川明星电力股份有限公司关于与清华四川能源互联网研究院签订《合作协议》的公告 （二）合作目标促进科技创新：双方通过联合研发，推动新能源、大模型、人,,https://static.cninfo.com.cn/finalpage/2025-09-13/1224655102.PDF,1224655102,SHZB,01010503||010113||011705,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2025-09-12_600101_明星电力_1224655102_明星电力：四川明星电力股份有限公司关于与清华四川能源互联网研究院签订《合作协议》的公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2025-09-12_600101_明星电力_1224655102_明星电力：四川明星电力股份有限公司关于与清华四川能源互联网研究院签订《合作协议》的公告.txt,160640,3209,,大模型,likely_qian_initiative,1,1,0,1,1,1,0,0,同发展的核心理念， 紧密围绕实际需求，构建稳固的合作关系。双方致力于通过建立健全 高效的工作推进体系与常态化的沟通交流机制，不断深化双方在各领 域的交流合作。共同目标是加速科研成果的转化与应用，推动创新技 术的市场化进程，积极培育并引领新质生产力的发展，为双方的长远 发展和社会的持续进步贡献力量。 （二）合作目标 促进科技创新：双方通过联合研发，推动新能源、大模型、人工 智能技术在电力行业的深度应用，实现新型电力系统关键技术突破， 并协助公司实现产品化和产业化。 信息化建设升级：利用先进的信息技术手段，提升公司的信息化 3/6 管理水平，优化业务流程，增强服务效能。 （三）合作机制 为保证合作的有效开展，不断拓展合作渠道，扩大合作成果，双 方同意建立经常性的合作沟通协调机制。 1.组织架构与管理 设立联合科技创新管理 || 或方式共同拥有或分 享。共同制定知识产权保护与利用策略，促进知识成果的商业化进程。 （四）合作内容 清华四川能源互联网研究院负责为公司提供企业的数字化转型 规划、科技创新规划以及信息化建设规划，为公司提供涵盖数字化转 型、科技创新及信息化建设的全流程咨询与技术服务，包括不限于： 1.新型电力系统技术研发与应用：开展新能源发电、储能技术优 化，研发电力行业专用大模型，部署新型传感器，提升能源利用效率 与系统智能化水平。 2.电力基建工程智能化升级：研发并实施自动化、智能化装置， 运用AI视觉识别等技术，实现基建工程全流程智能化管理与本质安全。 4/6 3.人工智能电力场景应用拓展：推动人工智能在电网运行、客户 服务、运维管理中的应用，打造智能调度、AI客服等平台，助力业务 数字化转型。 4.企业信息化系统升级改造：升级
,,,,,,,,600246,万通发展,2023-11-26,万通发展：关于筹划重大资产重组暨签署《关于收购索尔思光电控股权之框架协议》的提示性公告,关于筹划重大资产重组暨签署《关于收购索尔思光电控股权之框架协议》的提示性公告,priority_manual_event_candidate,6,大模型;模型备案,broad_genai_recall;registry_recall,大模型,,完全摊薄基础口径）如下： 3.业务及财务情况 高端光模块产品是数据中心和电信通信的重要产品，随着 AI 大模型和算力需求的爆发,万通发展：关于筹划重大资产重组暨签署《关于收购索尔思光电控股权之框架协议》的提示性公告 关于筹划重大资产重组暨签署《关于收购索尔思光电控股权之框架协议》的提示性公告 完全摊薄基础口径）如下： 3.,,https://static.cninfo.com.cn/finalpage/2023-11-27/1218448867.PDF,1218448867,SHZB,01010503||010113||011701||011705||012399,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2023-11-26_600246_万通发展_1218448867_万通发展：关于筹划重大资产重组暨签署《关于收购索尔思光电控股权之框架协议》的提示性公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2023-11-26_600246_万通发展_1218448867_万通发展：关于筹划重大资产重组暨签署《关于收购索尔思光电控股权之框架协议》的提示性公告.txt,634889,15668,,大模型,likely_qian_initiative,1,1,0,1,1,1,0,0,"n, KY1-1104, Cayman Islands 授权股本 50,000 美元 授权发行股 500,000,000 股 份总数 已发行股份 236,830,562 股 总数 成立日期 2010-11-17 2.股权结构 10 标的公司的现有股权结构（完全摊薄基础口径）如下： 3.业务及财务情况 高端光模块产品是数据中心和电信通信的重要产品，随着 AI 大模型和算力 需求的爆发，市场对光模块，尤其是高端光模块产品的需求呈快速增长。根据 Light Counting 预测，2027 年全球光模块市场规模将突破 200 亿美元，2022 年至 2027 年复合平均增长率为 12%，其中数通市场将占据光模块市场规模的主导地 位，同时在 5G、光纤宽带、消费电子和自动驾驶等领域有广泛引用。 索尔思光电主要通过控制的下属企"
,,,,,,,,600246,万通发展,2025-08-20,万通发展：关于投资者说明会召开情况的公告,关于投资者说明会召开情况的公告,priority_manual_event_candidate,6,DeepSeek;大模型,broad_genai_recall;core_recall,DeepSeek,,5、据传，深度求索 deepseek在升级模型时因采用华为昇腾芯片，面临芯片间互联速度慢问题。,万通发展：关于投资者说明会召开情况的公告 关于投资者说明会召开情况的公告 5、据传，深度求索 deepseek在升级模型时因采用华为昇腾芯片，面临芯片间互联速度慢问题。,,https://static.cninfo.com.cn/finalpage/2025-08-21/1224526214.PDF,1224526214,SHZB,01010503||010113||012399,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2025-08-20_600246_万通发展_1224526214_万通发展：关于投资者说明会召开情况的公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2025-08-20_600246_万通发展_1224526214_万通发展：关于投资者说明会召开情况的公告.txt,209559,7594,,DeepSeek,likely_qian_initiative,1,1,0,1,1,1,0,0,14 日披露的《关于 上海证券交易所<关于对北京万通新发展集团股份有限公司筹划收购股权事项的 问询函>的回复公告》（公告编号：2025-069）“问题 2、关于标的公司估值”的 回复中的（二）关于数渡科技股权转让采用的评估方法、评估参数和对应依据、 评估过程、评估结果情况说明 2、收益法的介绍（4）评估过程及相应参数”。 感谢您的关注。 5、据传，深度求索 deepseek 在升级模型时因采用华为昇腾芯片，面临芯片 间互联速度慢问题。而数渡科技的 PCIe 5.0 高速交换芯片可提升 GPU 间传输效 率，缓解分布式训练的通信瓶颈。请问：数渡科技的 PCIe 5.0 交换芯片能否有 效解决国产 AI 芯片互联性能瓶颈？对自主 AI 算力发展有何意义？ 回复:尊敬的投资者，您好，数渡科技的 PCIe 5.0 交换芯片可有望解决当
,,,,,,,,600289,*ST信通,2024-12-20,*ST信通：亿阳信通关于与上海天数智芯半导体有限公司签订合作协议的公告,亿阳信通关于与上海天数智芯半导体有限公司签订合作协议的公告,priority_manual_event_candidate,7,大模型;混元大模型,broad_genai_recall,大模型,,当前，公司的产品已支持国内外主流大模型应用，适用于千亿级大模型高效异构混合预训练、推理服务 3 等，并且已覆盖智算中心训练,*ST信通：亿阳信通关于与上海天数智芯半导体有限公司签订合作协议的公告 亿阳信通关于与上海天数智芯半导体有限公司签订合作协议的公告 当前，公司的产品已支持国内外主流大模型应用，适用于千亿级大模型高效异构混合预训练、推理服,,https://static.cninfo.com.cn/finalpage/2024-12-21/1222091476.PDF,1222091476,SHZB,01010503||010113||011705,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2024-12-20_600289__ST信通_1222091476__ST信通：亿阳信通关于与上海天数智芯半导体有限公司签订合作协议的公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2024-12-20_600289__ST信通_1222091476__ST信通：亿阳信通关于与上海天数智芯半导体有限公司签订合作协议的公告.txt,417190,6611,,大模型,likely_qian_initiative,1,1,0,1,1,1,0,0,"3 幢 101-5 室 5、法定代表人/实际控制人：盖鲁江 6、注册资本：19,381.394 万元人民币 7、主营业务：天数智芯是中国领先的通用 GPU 高端芯片及超级算力系统 提供商。公司于 2020 年率先实现了国产通用 GPU 从“0”到“1”的重大突破； 2021 年率先实现了国内首家 GPU 产品量产及商用落地。当前，公司的产品已支 持国内外主流大模型应用，适用于千亿级大模型高效异构混合预训练、推理服务 2 等，并且已覆盖智算中心训练、推理、边缘端人工智能等多个人工智能相关领域。 8、主要股东： 序号 股东名称 持股比例 1 福建大钲一期投资合伙企业（有限合伙） 9.4262% 2 南京优昫股权投资合伙企业（有限合伙） 8.5150% 3 上海曦识企业管理咨询合伙企业（有限合伙） 7.1300% 4 上海 || 5、法定代表人/实际控制人：盖鲁江 6、注册资本：19,381.394 万元人民币 7、主营业务：天数智芯是中国领先的通用 GPU 高端芯片及超级算力系统 提供商。公司于 2020 年率先实现了国产通用 GPU 从“0”到“1”的重大突破； 2021 年率先实现了国内首家 GPU 产品量产及商用落地。当前，公司的产品已支 持国内外主流大模型应用，适用于千亿级大模型高效异构混合预训练、推理服务 2 等，并且已覆盖智算中心训练、推理、边缘端人工智能等多个人工智能相关领域。 8、主要股东： 序号 股东名称 持股比例 1 福建大钲一期投资合伙企业（有限合伙） 9.4262% 2 南京优昫股权投资合伙企业（有限合伙） 8.5150% 3 上海曦识企业管理咨询合伙企业（有限合伙） 7.1300% 4 上海溢识企业管理咨询合伙企业"
,,,,,,,,600415,小商品城,2025-04-15,小商品城：关于与阿里云签署战略合作协议的公告,关于与阿里云签署战略合作协议的公告,priority_manual_event_candidate,6,大模型,broad_genai_recall,大模型,,通过AI技术重构商品研发、跨境营销、供应链管理等环节，汇集商贸领域优质数据，打造商贸领域大模型，为市场主体提供智能的,小商品城：关于与阿里云签署战略合作协议的公告 关于与阿里云签署战略合作协议的公告 通过AI技术重构商品研发、跨境营销、供应链管理等环节，汇集商贸领域优质数据，打造商贸领域大模型，为市场主,,https://static.cninfo.com.cn/finalpage/2025-04-16/1223099398.PDF,1223099398,SHZB,01010503||010113||011705,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2025-04-15_600415_小商品城_1223099398_小商品城：关于与阿里云签署战略合作协议的公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2025-04-15_600415_小商品城_1223099398_小商品城：关于与阿里云签署战略合作协议的公告.txt,424956,3537,,大模型,likely_qian_initiative,1,1,0,1,1,1,0,0,”的战略定位，聚焦实体市 场提质、贸易服务升级、数字生态构建与全球化布局四大核心战略，加速推进成 为赋能小商品贸易的全球商贸领军企业。本次公司携手阿里云，共同构建全球数 字贸易与实体经济深度融合的创新生态体系，以打造全球数字贸易创新枢纽为目 标，构建“跨境商贸”数字贸易核心节点，通过深化数字技术与实体经济的融合， 助力“中国制造”向“中国智造”升级。利用通义大模型、人工智能平台、云计 算等技术带动中小微企业数字商贸领域发展，提高市场主体数字科技认知，利用 新技术助力商品的全生命周期。 （二）合作的主要内容 1.激活数字创造新引擎 2 依托全球数贸中心，借鉴云栖大会及九号馆等展区的成功经验精心规划整体 概念及路线布置；利用阿里云在云计算、大数据和人工智能领域的技术优势，整 合全球贸易数据资源，创新开发跨境商业数据智能撮 || 度挖掘与分析，通过建立用户画像体系，优化商 品浏览量等核心指标监测，以及创新“买家配套服务”机制等，推动数据资源的 开发与利用，实现应用和服务的创新。 3.融合AI智能引领新业态 公司与阿里云以“AI+商贸”创新模式为核心，共同构建全国首个小商品贸 易全链路智能化平台。通过AI技术重构商品研发、跨境营销、供应链管理等环节， 汇集商贸领域优质数据，打造商贸领域大模型，为市场主体提供智能的AI服务， 打造“数字经济与实体经济融合”新标杆。 强化创新策源能力，延伸产业辐射价值，促进产业升级提升国际竞争能级， 构建“创新链-产业链-价值链”协同体系，服务全省发展大局。 4.构建智慧生态新空间 双方以“科技+商贸”双轮驱动为核心战略，围绕全球数贸中心能级提升， 共同建造“碳普惠+数字服务”一体化的商贸综合体，丰富全球数贸中心运
,,,,,,,,600515,海南机场,2025-05-14,海南机场：海南机场设施股份有限公司关于签署共建校企联合实验室合作协议的自愿性披露公告,海南机场设施股份有限公司关于签署共建校企联合实验室合作协议的自愿性披露公告,priority_manual_event_candidate,7,大模型,broad_genai_recall,大模型,,长期项目聚焦甲方战略发展需求，以数据驱动的大模型应用、复杂场景下智能机器人研发等为核心，围绕长期技术攻关与产业培育目标持续推进,海南机场：海南机场设施股份有限公司关于签署共建校企联合实验室合作协议的自愿性披露公告 海南机场设施股份有限公司关于签署共建校企联合实验室合作协议的自愿性披露公告 长期项目聚焦甲方战略发展需求，以数据驱动,,https://static.cninfo.com.cn/finalpage/2025-05-15/1223543577.PDF,1223543577,SHZB,01010503||010113||011705,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2025-05-14_600515_海南机场_1223543577_海南机场：海南机场设施股份有限公司关于签署共建校企联合实验室合作协议的自愿性披露公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2025-05-14_600515_海南机场_1223543577_海南机场：海南机场设施股份有限公司关于签署共建校企联合实验室合作协议的自愿性披露公告.txt,114002,2768,,大模型,likely_qian_initiative,1,1,0,1,1,1,0,0,验室的任务旨在推动技术研究与创新、成果转化与应用、人才培养与教 育、行业标准与政策研究，以及社会服务与技术普及。 经过对甲方的机场运营、物业管理等业态一线作业应用场景的深入分析，联合 实验室拟根据项目的战略意义、实施周期与落地潜力，将研发内容科学地划分为长 期项目（实施周期为三年）与短期项目（实施周期不超过一年）。长期项目聚焦甲 方战略发展需求，以数据驱动的大模型应用、复杂场景下智能机器人研发等为核 心，围绕长期技术攻关与产业培育目标持续推进；短期项目则专注于当前机场运营 中的紧迫需求，优先解决技术成熟度高、落地见效快、可快速规模化复制应用的关 键任务，并进一步配套附加项目作为技术储备与功能拓展方向，构建长短结合、梯 次布局的完整研发体系，确保联合实验室在项目实施上统筹有序、高效落地。 五、合作协议签署对公司的影响
,,,,,,,,600845,宝信软件,2025-04-25,宝信软件：关于投资宝之云华北基地A4A5A6楼项目的公告,关于投资宝之云华北基地A4A5A6楼项目的公告,priority_manual_event_candidate,6,大模型,broad_genai_recall,大模型;AI大模型,,本项目依托“东数西算”工程及京津冀枢纽节点规划，聚焦投资区域内 AI大模型、自动驾驶等场景催生的智能算力旺盛需求,宝信软件：关于投资宝之云华北基地A4A5A6楼项目的公告 关于投资宝之云华北基地A4A5A6楼项目的公告 本项目依托“东数西算”工程及京津冀枢纽节点规划，聚焦投资区域内 AI大模,,https://static.cninfo.com.cn/finalpage/2025-04-26/1223304438.PDF,1223304438,SHZB,01010503||010113||011705,ok,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/raw_pdf/2025-04-25_600845_宝信软件_1223304438_宝信软件：关于投资宝之云华北基地A4A5A6楼项目的公告.pdf,data/raw/cninfo_priority_pdf_audit_2023_2026_20260603/text/2025-04-25_600845_宝信软件_1223304438_宝信软件：关于投资宝之云华北基地A4A5A6楼项目的公告.txt,127014,2678,,大模型,likely_qian_initiative,1,1,0,1,1,1,0,0,75%由河 北宝宣通过融资方式筹措资金。 5、项目建设周期：根据用户意向需求及相关合同，分阶段建设实施（最 终以实际建设进度为准）。 6、可行性分析： 经过多年积累和实践，公司在算力中心投资领域已具备涵盖规划、设 计、建设与运营的全生命周期管理能力，拥有经验丰富的专业化实施和管 理团队。本项目依托“东数西算”工程及京津冀枢纽节点规划，聚焦投资 区域内 AI 大模型、自动驾驶等场景催生的智能算力旺盛需求，为客户提供 可就近部署，安全、可靠、优质的算力资源服务。同时与 A1、A2 楼形成 规模效应，进一步优化资源调配，降低单位成本，增强盈利能力，获得更 为稳定的投资回报，提升公司市场竞争能力，促进业务长远发展。 7、本项目已取得相应的能耗指标，安评、环评等其他各项手续办理均 在有序推进中。 三、对上市公司的影响 公司坚持
